Pořadové číslo,Název obce,Počet obyvatel,ZUJ,IČO,Kategorie,Okres,ZUJ okres,Kraj,Základní působnost,Matriční úřad,ZUJ MÚ,Stavební úřad,ZUJ SÚ,POÚ,ZUJ POÚ,ORP,ZUJ ORP,VÚ,SM,ZP,MÚ,SÚ,PÚ,RP,OK,F2,F3,Vidimace,Czech POINT,SO MÚ,SO SÚ,SO POÚ,SO ORP,Počet obyvatel okresu,Počet obcí MÚ,Počet obcí SÚ,Počet obcí POÚ,Počet obcí ORP,Počet obcí okresu,NUTS 2,Poznámka 1
100,Benešov,664,581330,00279927,obec,Blansko,581283,Jihomoravský kraj,Benešov,Benešov,581330,Boskovice,581372,Boskovice,581372,Boskovice,581372,0,0,1,1,0,0,0,0,0,0,1,1,1588,,,,,3,,,,,Jihovýchod,matrika
101,Benešov nad Černou,1395,545406,00245780,obec,Český Krumlov,545392,Jihočeský kraj,Benešov nad Černou,Benešov nad Černou,545406,Kaplice,545562,Kaplice,545562,Kaplice,545562,0,0,1,1,0,0,0,0,0,0,1,1,1676,,,,,2,,,,,Jihozápad,matrika
102,Benešov nad Ploučnicí,3914,562351,00261181,město,Děčín,562335,Ústecký kraj,Benešov nad Ploučnicí,Benešov nad Ploučnicí,562351,Benešov nad Ploučnicí,562351,Benešov nad Ploučnicí,562351,Děčín,562335,0,0,1,1,1,1,0,0,0,0,1,1,8624,8624,8624,,,11,11,11,,,Severozápad,matrika
103,Benešov u Semil,859,576999,00275590,obec,Semily,576964,Liberecký kraj,Benešov u Semil,Semily,576964,Semily,576964,Semily,576964,Semily,576964,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
104,Benešovice,169,560723,00869066,obec,Tachov,560715,Plzeňský kraj,Benešovice,Stříbro,561215,Stříbro,561215,Stříbro,561215,Stříbro,561215,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
105,Benetice,190,590304,00375381,obec,Třebíč,590266,Kraj Vysočina,Benetice,Třebíč,590266,Třebíč,590266,Třebíč,590266,Třebíč,590266,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
106,Beňov,701,512281,00636126,obec,Přerov,511382,Olomoucký kraj,Beňov,Horní Moštěnice,513491,Přerov,511382,Přerov,511382,Přerov,511382,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
107,Bernardov,188,531111,00640301,obec,Kutná Hora,533955,Středočeský kraj,Bernardov,Svatý Mikuláš,534196,Záboří nad Labem,534595,Kutná Hora,533955,Kutná Hora,533955,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
108,Bernartice,1285,549266,00249530,obec,Písek,549240,Jihočeský kraj,Bernartice,Bernartice,549266,Bernartice,549266,Milevsko,549576,Milevsko,549576,0,0,1,1,1,0,0,0,0,0,1,1,1824,2810,,,,4,8,,,,Jihozápad,matrika
109,Bernartice,217,532568,00473359,obec,Benešov,529303,Středočeský kraj,Bernartice,Dolní Kralovice,529648,Vlašim,530883,Vlašim,530883,Vlašim,530883,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
110,Bernartice,896,524891,00302325,obec,Jeseník,536385,Olomoucký kraj,Bernartice,Javorník,536148,Javorník,536148,Javorník,536148,Jeseník,536385,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
111,Bernartice,944,579050,00277665,obec,Trutnov,579025,Královéhradecký kraj,Bernartice,Žacléř,579874,Žacléř,579874,Žacléř,579874,Trutnov,579025,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
112,Bernartice nad Odrou,964,568481,00600717,obec,Nový Jičín,599191,Moravskoslezský kraj,Bernartice nad Odrou,Nový Jičín,599191,Nový Jičín,599191,Nový Jičín,599191,Nový Jičín,599191,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
113,Beroun,18919,531057,00233129,město,Beroun,531057,Středočeský kraj,Beroun,Beroun,531057,Beroun,531057,Beroun,531057,Beroun,531057,0,0,1,1,1,1,1,1,0,0,1,1,28597,35755,58157,58157,87184,13,23,48,48,85,Střední Čechy,matrika
114,Běrunice,846,537021,00238988,obec,Nymburk,537004,Středočeský kraj,Běrunice,Městec Králové,537489,Městec Králové,537489,Městec Králové,537489,Poděbrady,537683,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
115,Beřovice,360,532088,00234133,obec,Kladno,532053,Středočeský kraj,Beřovice,Zlonice,533114,Zlonice,533114,Slaný,532819,Slaný,532819,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Střední Čechy,bez czech pointu
116,Besednice,863,545414,00245798,městys,Český Krumlov,545392,Jihočeský kraj,Besednice,Besednice,545414,Kaplice,545562,Kaplice,545562,Kaplice,545562,0,0,1,1,0,0,0,0,0,0,1,1,863,,,,,1,,,,,Jihozápad,matrika
117,Běstovice,455,553760,00856606,obec,Ústí nad Orlicí,579891,Pardubický kraj,Běstovice,Choceň,580350,Choceň,580350,Choceň,580350,Vysoké Mýto,581186,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
118,Běstvina,534,571181,00269841,obec,Chrudim,571164,Pardubický kraj,Běstvina,Třemošnice,572411,Třemošnice,572411,Třemošnice,572411,Chrudim,571164,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
119,Běšiny,831,555797,00255211,obec,Klatovy,555771,Plzeňský kraj,Běšiny,Běšiny,555797,Klatovy,555771,Klatovy,555771,Klatovy,555771,0,0,1,1,0,0,0,0,0,0,1,1,2286,,,,,3,,,,,Jihozápad,matrika
120,Běštín,317,531073,00509621,obec,Beroun,531057,Středočeský kraj,Běštín,Hostomice,531201,Hostomice,531201,Hořovice,531189,Hořovice,531189,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
121,Bezděčí u Trnávky,223,574309,00194514,obec,Svitavy,577731,Pardubický kraj,Bezděčí u Trnávky,Městečko Trnávka,578380,Moravská Třebová,578444,Moravská Třebová,578444,Moravská Třebová,578444,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
122,Bezdědovice,340,598895,00476838,obec,Strakonice,550787,Jihočeský kraj,Bezdědovice,Blatná,550850,Blatná,550850,Blatná,550850,Blatná,550850,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
123,Bezděkov,131,541095,00574015,obec,Rokycany,559717,Plzeňský kraj,Bezděkov,Břasy,559725,Radnice,560120,Radnice,560120,Rokycany,559717,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
124,Bezděkov,939,555801,00255220,obec,Klatovy,555771,Plzeňský kraj,Bezděkov,Janovice nad Úhlavou,556394,Klatovy,555771,Klatovy,555771,Klatovy,555771,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
125,Bezděkov,258,548430,00579793,obec,Havlíčkův Brod,568414,Kraj Vysočina,Bezděkov,Chotěboř,568759,Chotěboř,568759,Chotěboř,568759,Chotěboř,568759,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
126,Bezděkov,298,574741,00273325,obec,Pardubice,555134,Pardubický kraj,Bezděkov,Pardubice,555134,Choltice,575054,Pardubice,555134,Pardubice,555134,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
127,Bezděkov nad Metují,483,573884,00653691,obec,Náchod,573868,Královéhradecký kraj,Bezděkov nad Metují,Police nad Metují,574341,Police nad Metují,574341,Police nad Metují,574341,Náchod,573868,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
128,Bezděkov pod Třemšínem,146,529672,00498629,obec,Příbram,539911,Středočeský kraj,Bezděkov pod Třemšínem,Rožmitál pod Třemšínem,541231,Rožmitál pod Třemšínem,541231,Rožmitál pod Třemšínem,541231,Příbram,539911,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
129,Bezděz,302,561398,00673382,obec,Česká Lípa,561380,Liberecký kraj,Bezděz,Doksy,561495,Doksy,561495,Doksy,561495,Česká Lípa,561380,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
130,Bezdružice,933,560740,00259705,město,Tachov,560715,Plzeňský kraj,Bezdružice,Bezdružice,560740,Bezdružice,560740,Bezdružice,560740,Stříbro,561215,0,0,1,1,1,1,0,0,0,0,1,1,2629,2629,2629,,,5,5,5,,,Jihozápad,matrika
131,Bezkov,209,593745,00600121,obec,Znojmo,593711,Jihomoravský kraj,Bezkov,Znojmo,593711,Znojmo,593711,Znojmo,593711,Znojmo,593711,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
132,Bezměrov,558,588326,00287041,obec,Kroměříž,588296,Zlínský kraj,Bezměrov,Kroměříž,588296,Kroměříž,588296,Kroměříž,588296,Kroměříž,588296,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
133,Bezno,936,535478,00237469,městys,Mladá Boleslav,535419,Středočeský kraj,Bezno,Bezno,535478,Bezno,535478,Mladá Boleslav,535419,Mladá Boleslav,535419,0,0,1,1,1,0,0,0,0,0,1,1,2444,2444,,,,8,8,,,,Střední Čechy,matrika
134,Bezuchov,191,512401,00636118,obec,Přerov,511382,Olomoucký kraj,Bezuchov,Přerov,511382,Dřevohostice,513229,Přerov,511382,Přerov,511382,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Morava,vyhláška
135,Bezvěrov,666,558656,00257541,obec,Plzeň-sever,888002,Plzeňský kraj,Bezvěrov,Manětín,559202,Manětín,559202,Manětín,559202,Kralovice,559075,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
136,Bílá,881,563901,00262668,obec,Liberec,563889,Liberecký kraj,Bílá,Český Dub,563960,Český Dub,563960,Český Dub,563960,Liberec,563889,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
137,Bílá,307,598020,00577669,obec,Frýdek-Místek,598003,Moravskoslezský kraj,Bílá,Staré Hamry,598747,Ostravice,598542,Frýdlant nad Ostravicí,598143,Frýdlant nad Ostravicí,598143,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
138,Bílá Hlína,117,565750,00509108,obec,Mladá Boleslav,535419,Středočeský kraj,Bílá Hlína,Mnichovo Hradiště,536326,Mnichovo Hradiště,536326,Mnichovo Hradiště,536326,Mnichovo Hradiště,536326,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
139,Bílá Lhota,1124,500623,00298662,obec,Olomouc,500496,Olomoucký kraj,Bílá Lhota,Litovel,503444,Litovel,503444,Litovel,503444,Litovel,503444,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
140,Bílá Třemešná,1350,579068,00277673,obec,Trutnov,579025,Královéhradecký kraj,Bílá Třemešná,Bílá Třemešná,579068,Dvůr Králové nad Labem,579203,Dvůr Králové nad Labem,579203,Dvůr Králové nad Labem,579203,0,0,1,1,0,0,0,0,0,0,1,1,2819,,,,,4,,,,,Severovýchod,matrika
141,Bílá Voda,326,525227,00302341,obec,Jeseník,536385,Olomoucký kraj,Bílá Voda,Javorník,536148,Javorník,536148,Javorník,536148,Jeseník,536385,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
142,Bílčice,245,597198,00295868,obec,Bruntál,597180,Moravskoslezský kraj,Bílčice,Dvorce,597317,Bruntál,597180,Bruntál,597180,Bruntál,597180,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Moravskoslezsko,vyhláška
143,Bílé Podolí,640,533971,00235997,městys,Kutná Hora,533955,Středočeský kraj,Bílé Podolí,Čáslav,534005,Vrdy,534587,Čáslav,534005,Čáslav,534005,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
144,Bílé Poličany,155,579076,00581054,obec,Trutnov,579025,Královéhradecký kraj,Bílé Poličany,Dubenec,579190,Dvůr Králové nad Labem,579203,Dvůr Králové nad Labem,579203,Dvůr Králové nad Labem,579203,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
145,Bílence,241,562980,00261793,obec,Chomutov,562971,Ústecký kraj,Bílence,Chomutov,562971,Chomutov,562971,Chomutov,562971,Chomutov,562971,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
146,Bílichov,187,535125,00640450,obec,Kladno,532053,Středočeský kraj,Bílichov,Slaný,532819,Slaný,532819,Slaný,532819,Slaný,532819,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Střední Čechy,bez czech pointu
147,Bílina,15852,567451,00266230,město,Teplice,567442,Ústecký kraj,Bílina,Bílina,567451,Bílina,567451,Bílina,567451,Bílina,567451,0,0,1,1,1,1,1,0,0,0,1,1,17867,20275,20827,20827,,5,7,8,8,,Severozápad,matrika
148,Bílkovice,198,530743,00232807,obec,Benešov,529303,Středočeský kraj,Bílkovice,Vlašim,530883,Divišov,529621,Vlašim,530883,Vlašim,530883,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
149,Bílov,562,546984,48430749,obec,Nový Jičín,599191,Moravskoslezský kraj,Bílov,Bílovec,599247,Bílovec,599247,Bílovec,599247,Bílovec,599247,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
150,Bílov,83,530239,47733381,obec,Plzeň-sever,888002,Plzeňský kraj,Bílov,Kralovice,559075,Kralovice,559075,Kralovice,559075,Kralovice,559075,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
151,Bílovec,7551,599247,00297755,město,Nový Jičín,599191,Moravskoslezský kraj,Bílovec,Bílovec,599247,Bílovec,599247,Bílovec,599247,Bílovec,599247,0,0,1,1,1,1,1,0,0,0,1,1,12708,22146,14256,25873,,8,12,9,12,,Moravskoslezsko,matrika
152,Bílovice,1821,592030,00290793,obec,Uherské Hradiště,592005,Zlínský kraj,Bílovice,Bílovice,592030,Bílovice,592030,Uherské Hradiště,592005,Uherské Hradiště,592005,0,0,1,1,1,0,0,0,0,0,1,1,5750,9170,,,,4,9,,,,Střední Morava,matrika
153,Bílovice nad Svitavou,3551,582824,00281581,obec,Brno-venkov,777001,Jihomoravský kraj,Bílovice nad Svitavou,Bílovice nad Svitavou,582824,Bílovice nad Svitavou,582824,Šlapanice,583952,Šlapanice,583952,0,0,1,1,1,0,0,0,0,0,1,1,9121,7539,,,,7,5,,,,Jihovýchod,matrika
154,Bílovice-Lutotín,514,589276,00288012,obec,Prostějov,589250,Olomoucký kraj,Bílovice-Lutotín,Kostelec na Hané,589632,Kostelec na Hané,589632,Prostějov,589250,Prostějov,589250,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
155,Bílsko,201,550833,00250970,obec,Strakonice,550787,Jihočeský kraj,Bílsko,Bavorov,550809,Vodňany,551953,Vodňany,551953,Vodňany,551953,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
156,Bílsko,224,552062,00576239,obec,Olomouc,500496,Olomoucký kraj,Bílsko,Cholina,502839,Litovel,503444,Litovel,503444,Litovel,503444,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
157,Bílsko u Hořic,114,548901,00578215,obec,Jičín,572659,Královéhradecký kraj,Bílsko u Hořic,Hořice,572926,Hořice,572926,Hořice,572926,Hořice,572926,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
158,Bílý Kámen,266,586889,00373621,obec,Jihlava,586846,Kraj Vysočina,Bílý Kámen,Jihlava,586846,Jihlava,586846,Jihlava,586846,Jihlava,586846,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
159,Bílý Kostel nad Nisou,916,563919,00672106,obec,Liberec,563889,Liberecký kraj,Bílý Kostel nad Nisou,Chrastava,564117,Chrastava,564117,Chrastava,564117,Liberec,563889,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
160,Bílý Potok,703,546631,00831417,obec,Liberec,563889,Liberecký kraj,Bílý Potok,Hejnice,564044,Hejnice,564044,Frýdlant,564028,Frýdlant,564028,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
161,Bílý Újezd,642,576107,00274704,obec,Rychnov nad Kněžnou,576069,Královéhradecký kraj,Bílý Újezd,Solnice,576808,Rychnov nad Kněžnou,576069,Rychnov nad Kněžnou,576069,Rychnov nad Kněžnou,576069,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,Severovýchod,bez czech pointu
162,Biřkov,135,578088,43313868,obec,Klatovy,555771,Plzeňský kraj,Biřkov,Chudenice,556378,Klatovy,555771,Klatovy,555771,Klatovy,555771,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,Jihozápad,bez czech pointu
163,Biskoupky,192,582832,00637513,obec,Brno-venkov,777001,Jihomoravský kraj,Biskoupky,Oslavany,583588,Oslavany,583588,Ivančice,583120,Ivančice,583120,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,Jihovýchod,bez czech pointu
164,Biskupice,702,585076,00283771,obec,Zlín,585068,Zlínský kraj,Biskupice,Luhačovice,585459,Luhačovice,585459,Luhačovice,585459,Luhačovice,585459,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
165,Biskupice,310,589284,00288021,obec,Prostějov,589250,Olomoucký kraj,Biskupice,Kralice na Hané,589659,Prostějov,589250,Prostějov,589250,Prostějov,589250,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Morava,vyhláška
166,Biskupice,440,572519,00579467,obec,Svitavy,577731,Pardubický kraj,Biskupice,Jevíčko,578193,Jevíčko,578193,Jevíčko,578193,Moravská Třebová,578444,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
167,Biskupice,60,573949,15054241,obec,Chrudim,571164,Pardubický kraj,Biskupice,Ronov nad Doubravou,572161,Ronov nad Doubravou,572161,Třemošnice,572411,Chrudim,571164,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
168,Biskupice-Pulkov,279,590312,00375390,obec,Třebíč,590266,Kraj Vysočina,Biskupice-Pulkov,Hrotovice,590673,Hrotovice,590673,Hrotovice,590673,Třebíč,590266,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Jihovýchod,bez czech pointu
169,Bítouchov,323,535486,00237477,obec,Mladá Boleslav,535419,Středočeský kraj,Bítouchov,Bakov nad Jizerou,535427,Bakov nad Jizerou,535427,Mladá Boleslav,535419,Mladá Boleslav,535419,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Střední Čechy,bez czech pointu
170,Bítov,423,554936,64629929,obec,Nový Jičín,599191,Moravskoslezský kraj,Bítov,Bílovec,599247,Bílovec,599247,Bílovec,599247,Bílovec,599247,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
171,Bítov,146,593753,00292494,obec,Znojmo,593711,Jihomoravský kraj,Bítov,Bítov,593753,Šumná,594911,Vranov nad Dyjí,595098,Znojmo,593711,0,0,1,1,0,0,0,0,0,0,1,1,488,,,,,5,,,,,Jihovýchod,matrika
172,Bítovany,422,505005,00485667,obec,Chrudim,571164,Pardubický kraj,Bítovany,Chrast,571539,Chrast,571539,Chrast,571539,Chrudim,571164,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
173,Bítovčice,438,586897,00839582,obec,Jihlava,586846,Kraj Vysočina,Bítovčice,Luka nad Jihlavou,587478,Luka nad Jihlavou,587478,Jihlava,586846,Jihlava,586846,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
174,Bitozeves,418,565997,00556238,obec,Louny,565971,Ústecký kraj,Bitozeves,Žatec,566985,Postoloprty,566624,Žatec,566985,Žatec,566985,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
175,Blanné,81,593761,00600130,obec,Znojmo,593711,Jihomoravský kraj,Blanné,Blížkovice,593770,Šumná,594911,Znojmo,593711,Znojmo,593711,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
176,Blansko,20841,581283,00279943,město,Blansko,581283,Jihomoravský kraj,Blansko,Blansko,581283,Blansko,581283,Blansko,581283,Blansko,581283,0,0,1,1,1,1,1,1,0,0,1,1,23247,35023,51385,55976,107354,4,21,42,43,116,Jihovýchod,matrika
177,Blatce,98,561401,00673099,obec,Česká Lípa,561380,Liberecký kraj,Blatce,Dubá,561533,Dubá,561533,Doksy,561495,Česká Lípa,561380,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Severovýchod,bez czech pointu
178,Blatec,623,500801,00635367,obec,Olomouc,500496,Olomoucký kraj,Blatec,Olomouc,500496,Olomouc,500496,Olomouc,500496,Olomouc,500496,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
179,Blatná,6709,550850,00250996,město,Strakonice,550787,Jihočeský kraj,Blatná,Blatná,550850,Blatná,550850,Blatná,550850,Blatná,550850,0,0,1,1,1,1,1,0,0,0,1,1,9158,13833,13833,13833,,13,26,26,26,,Jihozápad,matrika
180,Blatnice,778,558672,00257567,obec,Plzeň-sever,888002,Plzeňský kraj,Blatnice,Nýřany,559300,Nýřany,559300,Nýřany,559300,Nýřany,559300,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
181,Blatnice,372,590321,00375403,obec,Třebíč,590266,Kraj Vysočina,Blatnice,Moravské Budějovice,591181,Moravské Budějovice,591181,Moravské Budějovice,591181,Moravské Budějovice,591181,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
182,Blatnice pod Svatým Antonínkem,2094,586048,00284769,obec,Hodonín,586021,Jihomoravský kraj,Blatnice pod Svatým Antonínkem,Blatnice pod Svatým Antonínkem,586048,Veselí nad Moravou,586722,Veselí nad Moravou,586722,Veselí nad Moravou,586722,0,0,1,1,0,0,0,0,0,0,1,1,3051,,,,,3,,,,,Jihovýchod,matrika
183,Blatnička,448,586056,00488518,obec,Hodonín,586021,Jihomoravský kraj,Blatnička,Blatnice pod Svatým Antonínkem,586048,Veselí nad Moravou,586722,Veselí nad Moravou,586722,Veselí nad Moravou,586722,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
184,Blatno,467,562998,00261807,obec,Chomutov,562971,Ústecký kraj,Blatno,Chomutov,562971,Chomutov,562971,Chomutov,562971,Chomutov,562971,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
185,Blatno,516,566004,00264768,obec,Louny,565971,Ústecký kraj,Blatno,Lubenec,566438,Podbořany,566616,Podbořany,566616,Podbořany,566616,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
186,Blazice,210,542318,47930292,obec,Kroměříž,588296,Zlínský kraj,Blazice,Bystřice pod Hostýnem,588393,Bystřice pod Hostýnem,588393,Bystřice pod Hostýnem,588393,Bystřice pod Hostýnem,588393,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
187,Blažejov,432,561711,00246298,obec,Jindřichův Hradec,545881,Jihočeský kraj,Blažejov,Jindřichův Hradec,545881,Jindřichův Hradec,545881,Jindřichův Hradec,545881,Jindřichův Hradec,545881,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
188,Blažejovice,102,532380,00473456,obec,Benešov,529303,Středočeský kraj,Blažejovice,Dolní Kralovice,529648,Dolní Kralovice,529648,Vlašim,530883,Vlašim,530883,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
189,Blažim,67,566764,00573035,obec,Plzeň-sever,888002,Plzeňský kraj,Blažim,Úterý,559571,Všeruby,559628,Všeruby,559628,Nýřany,559300,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
190,Blažim,268,566012,00556246,obec,Louny,565971,Ústecký kraj,Blažim,Žatec,566985,Postoloprty,566624,Žatec,566985,Žatec,566985,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severozápad,vyhláška
191,Blažkov,278,595241,00599263,obec,Žďár nad Sázavou,595209,Kraj Vysočina,Blažkov,Dolní Rožínka,595535,Bystřice nad Pernštejnem,595411,Bystřice nad Pernštejnem,595411,Bystřice nad Pernštejnem,595411,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
192,Blažovice,1180,582841,00281603,obec,Brno-venkov,777001,Jihomoravský kraj,Blažovice,Šlapanice,583952,Šlapanice,583952,Šlapanice,583952,Šlapanice,583952,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
193,Blešno,376,569879,45978638,obec,Hradec Králové,569810,Královéhradecký kraj,Blešno,Třebechovice pod Orebem,571041,Třebechovice pod Orebem,571041,Třebechovice pod Orebem,571041,Hradec Králové,569810,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
194,Blevice,287,532100,00234150,obec,Kladno,532053,Středočeský kraj,Blevice,Brandýsek,532118,Kladno,532053,Kladno,532053,Kladno,532053,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
195,Blízkov,322,595250,00599271,obec,Žďár nad Sázavou,595209,Kraj Vysočina,Blízkov,Měřín,596116,Velké Meziříčí,597007,Velké Meziříčí,597007,Velké Meziříčí,597007,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
196,Blížejov,1451,553450,00253243,obec,Domažlice,553425,Plzeňský kraj,Blížejov,Horšovský Týn,553671,Horšovský Týn,553671,Horšovský Týn,553671,Horšovský Týn,553671,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
197,Blíževedly,677,561410,00524743,obec,Česká Lípa,561380,Liberecký kraj,Blíževedly,Česká Lípa,561380,Česká Lípa,561380,Česká Lípa,561380,Česká Lípa,561380,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
198,Blížkovice,1209,593770,00292516,městys,Znojmo,593711,Jihomoravský kraj,Blížkovice,Blížkovice,593770,Šumná,594911,Znojmo,593711,Znojmo,593711,0,0,1,1,0,0,0,0,0,0,1,1,3094,,,,,8,,,,,Jihovýchod,matrika
